"CC1_X";"CC1_Y"
-0,0170646183910183;-0,0134632102015524
-0,027225732959164;-0,0134632102015524
-0,0028867537648273;0,00071415217279818
-0,0134824099663922;-0,0183528087409125
-0,0328068104310744;-0,024501670845861
-0,0144357126721097;-0,0110365224390339
-0,0374001796248717;-0,0213568624464808
-0,0222131195806325;-0,0134632102015524
-0,0298314011672156;-0,0271797658283998
0,025492430409154;0,0142894841029071
-0,0173953764918467;-0,0175706009541806
0,0253764128644075;0,0210895763243633
-0,00311977704064249;0,00523897250878778
-0,00875984243647939;-0,0286204557994717
0,00407049215817993;0,0073687103372559
-0,0150003502658509;-0,0136863512753232
-0,0289240358877033;-0,0329566523713536
-0,000808063254672639;0,00936342576911623
0,0100924978690556;0,0037120327502467
0,00167580097665099;0,000398511348074365
0,00250510516499636;-0,0109967245821779
-0,0280571661847646;-0,0230624308105984
-0,0107127208978054;-0,0040264265521941
0,0367933515003013;0,0323306981175223
0,00616468801349726;-0,0017705915957362
0,0489614658027146;0,0266255077824331
0,05747386068111;0,047969510070024
0,0197606988368587;-0,0134632102015524
0,00882384013363324;0,0110855041491272
0,00465223519890078;0,00342262923759086
-0,0210469603497272;-0,027216400811762
0,0151824283779727;0,0158536837548663
0,0197336659842285;0,0121747633932904
-0,00127984834135708;0,00491851158077792
-0,00269678035028501;0,00838651167183165
0,011773674644277;0,0478155898155885
0,00559994776667093;0,00913988278338319
-0,0346999012554535;-0,0298061164890196
0,0270006431822631;0,0236148599766017
0,0316510976338546;0,0205939881215172
-0,0270526670297644;-0,0227343064097902
0,00677144121099344;0,00706230909903126
-0,00212843748200705;0,0134504134684024
-0,0220824341126041;-0,0251479345462676
-0,0136580143050223;-0,0219824370355674
-0,00996161720337914;-0,000356835070090584
0,0142436690014473;0,0132117080578436
-0,0021836386079162;0,0102355391927072
-0,000490787906728143;-0,0028662225642577
-0,00329662376268147;-0,0248999037825968
-0,00528462012430996;-0,00211217914962803
0,00472526426831421;-0,00569220803708688
0,0227033592577706;-0,00404049967035262
-0,0094813556235824;-0,0321168120339894
0,008427289163489;0,0129491006049551
-0,0149705147375689;0,00107170402382358
0,0403650100261748;-0,00413958833345552
-0,00231284397923503;0,0209935985168612
0,0176395350939115;0,0101150825892271
-0,016977635530526;-0,00384696602037324
0,0476233097770656;0,0270966280170445
0,00556406708074474;0,0344041419375549
-0,0388950246087338;-0,0134632102015524
-0,00150045633254875;0,00375968296905745
0,0186140335540924;0,0205080419415181
0,0462338611488547;0,0319251436298972
-0,00924963923057294;0,004326034484033
0,00474254971919895;-0,0199222025457507
-0,010695412875792;-0,0158826300271255
0,0149634612237221;0,0122252828288523
0,0021825753646725;-0,0297616807275707
-0,00320298661278461;0,0130179805883257
-0,00821240640447799;0,000855517300634967
0,0130701248007676;0,0203701479175781
0,0154135643375059;0,0184094206428781
0,00334098259083485;-0,00426123943263547
-0,0309685520896752;-0,0262717017073358
0,00811335561242516;0,00705360036738665
0,0111991856607098;0,00872925500453286
0,0556635517312157;0,035605194799313
-0,0142343934796249;-0,00269528843026781
-0,00353680961994933;0,000246536104044309
0,00617127437896292;0,000297752001929263
0,00996681481296242;0,0129694848419418
0,0335127334863401;0,027008469092597
-0,0315294438294585;-0,0236314773720214
3,24091205506896e-05;0,0035532273470079
-0,030550496880012;-0,021496003441481
-0,0151063927878243;0,0176920646426115
0,0533641555097619;0,048297399250284
0,00416140602362064;0,0349712368628648
0,0344995281699646;0,0273237807689804
0,00168388326939395;0,00258868999268095
-0,0192863825140306;-0,0186153818764749
-0,0140301825242791;-0,0242484298457953
0,0115697412949203;-0,0174330240327335
-0,00854801841490998;0,00436868439089337
0,0156621781733949;0,00208815116436086
0,045185181704101;0,0195458745018005
0,0200513636393138;0,00215442872381178
0,00734029082064736;0,0105288546738849
0,0190751004633552;0,0191487559092615
-0,00588177736822849;-0,0134632102015524
0,0148445531969678;0,0230771283890246
-0,0216551972962274;-0,0282574845326486
0,0194645434079584;0,0188672040460631
0,014773185509735;0,0117887411020734
-0,0204575611642443;-0,0237546332914987
-0,0190935939020628;-0,0211936712876309
0,00447061313863884;0,0108131356485974
0,00821947908723666;0,00319447880262076
0,01271222556769;0,000762646796647388
-0,00796355242599665;-0,0168710930061121
0,00130613132148318;0,00394517052372371
-0,0162412346295979;-0,0273437314962203
-0,0301735292875551;-0,0112000768166824
-0,0117801763145519;-0,0153862391777321
-0,0143246436940808;-0,0220692375331495
-0,0259524861705908;-0,0272014757634679
0,00535573168119994;0,0102002316314221
0,00958206695144212;0,0212376809665545
-0,018496774275268;-0,00299444068500542
0,000487086121777315;0,0098300885842635
-0,00728552753655214;-0,0134632102015524
